id,amount,date,category,description,isExpense,paymentMethod
ff10dd0e-a446-4032-95f7-acfdfb564503,133.05,2024-04-05,购物,网购,True,现金
32a7b58e-96e9-4f47-9812-7bcfe2c5e72f,98.79,2024-04-05,交通,出租车,True,微信
f476ee47-7c0e-4457-af10-55e37835d81e,150.14,2024-04-05,娱乐,电影,True,支付宝
b8d8d84e-9d8c-4207-97d6-069ee1a46f97,146.14,2024-04-05,交通,出租车,True,支付宝
82331a83-6484-4a4b-9e68-a4f74534ada8,93.06,2024-04-06,购物,网购,True,信用卡
04ae435d-bb94-4433-aa59-8a45b10d7c7b,37.33,2024-04-06,住房,房租,True,现金
9a4a4c1b-5572-4107-a4c0-eb7ded50db06,131.73,2024-04-06,住房,房租,True,现金
bedd6bfd-cc36-42cf-ab1f-6c003d421f3d,74.11,2024-04-06,购物,网购,True,信用卡
52274aed-97d9-47ec-8575-f5ca40851c98,59.7,2024-04-07,购物,网购,True,微信
1ece98be-fc26-49fe-b87e-2fe5cb281fb9,3.95,2024-04-07,购物,网购,True,微信
ca8653ef-229b-47a5-828f-c4e34aa37a94,41.75,2024-04-07,医疗,药品,True,现金
570c3200-bf2c-4684-91f0-76a5ba27ed49,89.05,2024-04-07,餐饮,早餐,True,现金
37f27cd5-e449-4eb1-ae24-c933b6ba7f35,73.68,2024-04-08,餐饮,早餐,True,微信
86bdabb7-a123-4a7a-bd2c-81c33183abcf,108.86,2024-04-08,购物,网购,True,微信
0f592733-dfdc-4caf-a199-a88d4f0e0451,17.29,2024-04-08,住房,房租,True,支付宝
e803e537-5924-443b-9c5d-982d88f6d62c,84.37,2024-04-08,餐饮,早餐,True,现金
446c487e-746c-4985-9526-5dd47e559bc4,249.06,2024-04-09,购物,网购,True,支付宝
0e87f3d3-5540-4180-87d2-99b24dbb34ad,81.26,2024-04-09,住房,房租,True,支付宝
c180172a-c4b8-4677-a9bd-9f8360f7340e,240.62,2024-04-09,住房,房租,True,现金
6506e222-53ae-40ea-b483-6664e9011d5f,80.85,2024-04-09,交通,出租车,True,微信
c5d71879-745e-4172-94a4-428b5a5737d5,202.09,2024-04-10,交通,出租车,True,微信
70742405-493a-4e0d-92be-3a7d44b4ca9d,290.47,2024-04-10,医疗,药品,True,医保卡
743946c7-d87b-4db0-9050-fe954c76621a,142.82,2024-04-10,餐饮,早餐,True,微信
76daf290-8704-4b3e-90c6-f0ba5bcb60a9,97.83,2024-04-10,住房,房租,True,银行转账
af9d3cc8-c4d5-4ce8-b80c-ab118bee3c2c,50.17,2024-04-11,住房,房租,True,微信
71b91f5c-8970-44a2-a162-bc5105cd0979,198.78,2024-04-11,住房,房租,True,支付宝
d64f1b13-3393-41c4-9a47-6fb55b72b1fc,113.4,2024-04-11,餐饮,早餐,True,现金
75bdf2ab-7e73-42fe-b50b-68e46a0c61b0,60.65,2024-04-11,餐饮,早餐,True,微信
e1ef62e4-e64b-415b-ba2f-ff1e44fbd44c,5975.79,2024-04-12,收入,工资,False,现金
0359c238-c5b8-4660-8751-9fd1d980c28b,15.65,2024-04-12,娱乐,电影,True,现金
961a1bae-3c0f-45dd-b5d4-438b78f3576e,67.67,2024-04-12,交通,出租车,True,现金
fd29b4d9-96d5-46e3-bc60-33d8f57bb8de,19.09,2024-04-12,餐饮,早餐,True,现金
01acc9e6-5079-4a44-b065-d9687517fc0b,88.5,2024-04-13,餐饮,早餐,True,微信
e550aca0-1874-4981-be34-a54c98da03b0,19.54,2024-04-13,娱乐,电影,True,现金
125f5ab4-428d-4a15-b051-343494abe2c1,42.34,2024-04-13,餐饮,早餐,True,微信
28ea4844-f9a7-488f-9c34-04e2bbc2a102,9348.56,2024-04-13,收入,工资,False,现金
9e13efc0-9e98-426d-9f79-c9d1e5e35b45,208.94,2024-04-14,购物,网购,True,支付宝
17c254b5-5ab0-44f0-978d-724fde11c160,2.56,2024-04-14,餐饮,早餐,True,现金
7c9f1dce-81ac-4387-bbb5-f94d00a815b8,149.52,2024-04-14,交通,出租车,True,支付宝
f82898db-3734-434e-b04d-bd294b34f671,23.69,2024-04-14,交通,出租车,True,现金
f097e76d-a3f7-4918-98ab-667116a6b398,89.87,2024-04-15,餐饮,早餐,True,现金
17813cad-2fc4-4dc1-b8e4-4308313e6163,75.2,2024-04-15,住房,房租,True,银行转账
d2b9b8c9-eb75-4ff2-bd59-c81f4bf5eff2,47.7,2024-04-15,购物,网购,True,现金
5a8d7e88-1fad-42fa-af14-9b9b6fc3ceee,36.29,2024-04-15,住房,房租,True,银行转账
616ef60c-092e-4302-86e8-45df0fea39e8,98.88,2024-04-15,住房,房租,True,现金
c6a98f5e-2ab1-4cc3-9607-d9ea4c07d91e,141.54,2024-04-16,餐饮,早餐,True,支付宝
a85441db-91bb-41a0-811b-8a8f48f84789,94.54,2024-04-16,餐饮,早餐,True,支付宝
5a7e5824-361c-4d51-87d7-11f23f055e79,6048.04,2024-04-16,收入,工资,False,现金
8bcd2f36-22c9-4522-8e4d-f73a9c6a6e58,23.09,2024-04-16,购物,网购,True,支付宝
e41d750d-ff28-4e6c-ae21-97e6611975a1,141.11,2024-04-17,购物,网购,True,现金
c72f8b0e-acb4-44aa-b979-f96206c78450,82.8,2024-04-17,购物,网购,True,微信
936570a0-c03e-4b80-bac9-173865704ec7,205.46,2024-04-17,住房,房租,True,现金
00c38ba1-2dd9-4619-a4f1-8e4f6fa2b064,237.81,2024-04-17,娱乐,电影,True,微信
5f340652-b4ea-4d0b-b1c4-8aa0f55ea6df,231.37,2024-04-18,交通,出租车,True,支付宝
fbf50ab0-d7c4-47b4-a9dc-533e801bb097,20.8,2024-04-18,餐饮,早餐,True,微信
1e3998cc-d265-476f-b5c9-eee572a85bda,126.75,2024-04-18,购物,网购,True,信用卡
5dd33708-6e5a-4276-8fed-a1bbb3358d0b,129.03,2024-04-18,餐饮,早餐,True,微信
adf7a37d-73d8-41af-93fb-76c478165ae6,18.71,2024-04-19,购物,网购,True,微信
faae5b02-9549-40c1-a66b-899920ad39ad,143.39,2024-04-19,交通,出租车,True,现金
de2a0204-6ca0-4a3d-8352-1fad9cda21cc,235.31,2024-04-19,餐饮,早餐,True,现金
d8b310f2-31b8-4802-8e47-416d14dea659,98.18,2024-04-19,住房,房租,True,银行转账
0a1a8296-23b9-4f71-8a7d-2e7ab82631c9,282.61,2024-04-20,住房,房租,True,支付宝
247b2a9a-7c23-4287-8a95-6252aaf45d8d,148.12,2024-04-20,餐饮,早餐,True,现金
999c19b5-f4a9-4663-a4a0-314ffcb97b27,92.28,2024-04-20,娱乐,电影,True,支付宝
39ecc2fb-7dad-40f1-b205-4775503fa206,205.16,2024-04-20,餐饮,早餐,True,微信
3d1ff45a-f107-430e-a9ef-b2c066815aa1,2.24,2024-04-21,购物,网购,True,现金
bea10f74-af01-4787-98d1-7a1d943b8e73,48.0,2024-04-21,购物,网购,True,支付宝
91a949a7-32d9-45d0-a48f-d9d6b1538313,170.47,2024-04-21,交通,出租车,True,支付宝
657c86ac-f99a-4a43-9c1b-b1310998a7f6,7124.67,2024-04-21,收入,工资,False,现金
0bcc5017-1bc7-4e62-bc41-cfc2acbbc745,27.82,2024-04-22,餐饮,早餐,True,支付宝
09b64e3f-a8c2-479e-9f7c-3360f5843b87,388.63,2024-04-22,餐饮,早餐,True,支付宝
febe7762-2c3d-4bb1-b3ec-01fdd8b768b7,48.01,2024-04-22,交通,出租车,True,支付宝
da9b4b01-4cb8-4425-94d8-577bc7a16d53,4277.3,2024-04-22,收入,工资,False,现金
92f64c13-e105-4669-81ad-cd844a1fc1a7,65.44,2024-04-23,住房,房租,True,微信
6b5e52f0-bd92-4737-b678-266f33eb0e93,228.83,2024-04-23,交通,出租车,True,微信
c394032d-8c9b-4eba-bd12-6bfa249019ce,34.07,2024-04-23,餐饮,早餐,True,支付宝
e660e11e-f14e-421f-bbc4-6c6a66848037,94.55,2024-04-23,餐饮,早餐,True,支付宝
19825d16-d627-4cb6-9aaf-bf825fafcafe,119.33,2024-04-24,餐饮,早餐,True,支付宝
f275ac0c-9cca-45e5-8dc5-49c075da976f,212.77,2024-04-24,交通,出租车,True,现金
8e6dbff0-6515-4cea-8c7b-200fb7449dba,51.65,2024-04-24,餐饮,早餐,True,支付宝
3d0d3b7c-4702-4692-98ba-358de306eb16,19.32,2024-04-24,交通,出租车,True,微信
38b7422e-81b2-47ec-bd56-74186a597338,45.13,2024-04-24,餐饮,早餐,True,微信
5a91c808-264b-4db5-a20b-d66fd17ed037,69.04,2024-04-25,餐饮,早餐,True,微信
78d8da16-1622-4c2a-85d2-333943351f27,90.1,2024-04-25,医疗,药品,True,医保卡
e0e503c1-e010-4060-a1fc-118ca6b384b7,270.99,2024-04-25,娱乐,电影,True,微信
6ca08d77-7f5d-4b9c-a3f0-8843db2c3815,148.31,2024-04-25,购物,网购,True,微信
4dca4171-64b1-47a3-b956-5434b4bb1cd4,28.36,2024-04-26,餐饮,早餐,True,现金
807dc334-9e7e-4f41-9896-a019d03f0753,44.01,2024-04-26,餐饮,早餐,True,支付宝
9fed41d3-1e51-4344-b14f-ab1ac553349e,99.05,2024-04-26,娱乐,电影,True,支付宝
18fd456b-4468-408c-b0b1-b8f741a6bc75,73.87,2024-04-26,餐饮,早餐,True,支付宝
1e395c18-d299-4f0f-86a1-9eb9857e7a3a,66.36,2024-04-27,购物,网购,True,现金
9ae0524b-322a-43f2-bc43-6e0fe5c9ba55,38.38,2024-04-27,餐饮,早餐,True,支付宝
12bbed15-0dc8-4322-975c-8d8a91552650,95.19,2024-04-27,购物,网购,True,信用卡
6fa042fb-c2d0-42df-97aa-1f1fe497ec25,112.58,2024-04-27,餐饮,早餐,True,支付宝
e9285914-df44-49bd-a479-504c92dafd4b,109.35,2024-04-28,餐饮,早餐,True,微信
2afd7f7c-aed1-403a-8bd0-bb55934c9b36,53.79,2024-04-28,交通,出租车,True,现金
f0f1e30c-1c07-432d-b5dd-b8035bc4c481,26.49,2024-04-28,餐饮,早餐,True,现金
37b37a1e-7b9c-4be2-82b9-572afcad8a4d,72.38,2024-04-28,餐饮,早餐,True,现金
0cd3e8de-2996-4616-b990-7f656428be2e,11.93,2024-04-29,医疗,药品,True,现金
c877a9fc-016c-4e49-9be9-66257c880f06,51.85,2024-04-29,餐饮,早餐,True,支付宝
642ad9d1-f0c6-4864-aa54-a1f5bfb064d7,107.47,2024-04-29,交通,出租车,True,现金
01bdbc52-91f4-43a8-8a09-fd1682d363ea,116.43,2024-04-29,餐饮,早餐,True,支付宝
d80e321f-8406-46ce-b032-f987964089fd,32.94,2024-04-30,住房,房租,True,银行转账
c0ba9219-2437-40fd-bc7e-76218089026b,80.16,2024-04-30,餐饮,早餐,True,微信
a362d57e-1781-4ccd-a6ce-35da82334cad,285.09,2024-04-30,交通,出租车,True,微信
9ff2b594-2b73-40be-80a1-b8cd2a0bb74f,60.87,2024-04-30,医疗,药品,True,支付宝
a32dcb91-73cd-46e0-bf5d-d26c85daa259,94.29,2024-05-01,餐饮,早餐,True,微信
dedf6955-7c2d-4456-bd10-8be90622b840,37.25,2024-05-01,餐饮,早餐,True,微信
6d82ea22-03c0-4a49-84f9-52cfc2027afe,33.96,2024-05-01,交通,出租车,True,支付宝
52249ec6-8505-42f3-9228-27b97e8bae46,66.47,2024-05-01,餐饮,早餐,True,微信
fc27c66e-4e39-4035-917c-1372170dadd9,263.55,2024-05-02,餐饮,早餐,True,支付宝
c146ee5e-9906-413a-89e8-e3abaf74ae6c,108.64,2024-05-02,购物,网购,True,信用卡
6cafc4b5-ae5a-4ae1-8f3b-bbdac2b6b547,76.99,2024-05-02,购物,网购,True,支付宝
198a684d-d09e-45bd-8034-7000bd61910a,222.32,2024-05-02,住房,房租,True,微信
acf3d696-b51a-46dc-804f-4ce918a8bdc9,62.54,2024-05-03,购物,网购,True,现金
94258b9f-27f3-4e1d-8337-9d9cf6c0ca7c,9.03,2024-05-03,餐饮,早餐,True,现金
7c352450-15c6-4fd0-bbee-7fadd4f59d46,85.81,2024-05-03,医疗,药品,True,微信
45a8982b-4d0f-411f-b50e-4439b704d725,91.32,2024-05-03,餐饮,早餐,True,微信
0b4f9202-6f52-440c-8d16-026a3098694d,55.87,2024-05-03,住房,房租,True,支付宝
6c13d6f7-d7d3-4bff-87f0-425aab16517e,231.82,2024-05-04,餐饮,早餐,True,支付宝
21eca410-ca5a-42e4-8390-e971c4867acb,16.12,2024-05-04,交通,出租车,True,现金
6e4d6b02-24d2-4f4f-8315-8c9842659b91,51.56,2024-05-04,购物,网购,True,支付宝
10d90d55-6e78-4325-829a-a26d5d67a533,52.62,2024-05-04,娱乐,电影,True,微信
899176e1-29ec-4877-8d4d-f2b81d655b58,47.06,2024-05-05,交通,出租车,True,现金
6138ef1c-db20-44f4-973c-99510301aace,46.44,2024-05-05,购物,网购,True,微信
79fde000-12e5-4600-906f-0596cddae26f,102.41,2024-05-05,娱乐,电影,True,微信
1a30a68b-d50e-433a-80bd-5d5326d51027,74.0,2024-05-05,餐饮,早餐,True,支付宝
0902e67e-7e8d-45de-927d-15e1f4e72531,165.53,2024-05-06,餐饮,早餐,True,微信
0ef52747-879e-4cd0-ad8f-b5b65f982e96,210.85,2024-05-06,交通,出租车,True,微信
3112acdc-269b-4649-90e5-f99601d06967,16.72,2024-05-06,住房,房租,True,现金
5b486561-e648-4a5b-ae16-eaec93ad3986,86.5,2024-05-06,餐饮,早餐,True,微信
165ae791-01df-4fa4-93ba-d667301a6619,46.36,2024-05-07,交通,出租车,True,微信
e086bb51-d0b2-4c3f-b024-5ede8190343f,92.66,2024-05-07,餐饮,早餐,True,支付宝
6615c84d-4aaa-46bd-a940-f8cdd1d29043,116.09,2024-05-07,购物,网购,True,信用卡
29e765e2-78fd-4565-9637-1c65a50aa066,102.49,2024-05-07,餐饮,早餐,True,现金
3a280447-390b-41c4-b997-13071a991de7,47.99,2024-05-08,购物,网购,True,现金
92957c01-c92e-4577-9739-9f44fe617700,162.23,2024-05-08,交通,出租车,True,现金
e4d955e1-5ec2-4485-b53d-de7459fd83a9,104.81,2024-05-08,购物,网购,True,现金
98b6ce01-3452-4670-b0f7-800939b3dde2,42.79,2024-05-08,交通,出租车,True,支付宝
22616061-f9a4-4e64-95aa-a577f7bc8d39,103.98,2024-05-09,娱乐,电影,True,微信
5498a408-0d71-4702-becd-ac2837017d8d,104.42,2024-05-09,餐饮,早餐,True,支付宝
080b30c5-ced5-437e-bad7-aceb372283f0,42.22,2024-05-09,娱乐,电影,True,微信
4f628408-7317-42fd-8056-d1c51756b4b0,72.65,2024-05-09,餐饮,早餐,True,支付宝
7880b859-8cac-412a-b514-7ba468db8f2a,84.34,2024-05-10,购物,网购,True,微信
70ce100a-d295-4ad7-b480-49ebe1bac207,240.61,2024-05-10,交通,出租车,True,现金
cc232ffc-81d7-4c9a-a8d1-853a421c8d87,166.99,2024-05-10,医疗,药品,True,微信
d0277e01-e9c5-4216-b4b8-c58d825d4ccb,89.25,2024-05-10,餐饮,早餐,True,现金
e8bf5b55-a4b5-4b50-8cbe-2c51fd503f82,27.97,2024-05-11,购物,网购,True,现金
4a3850b6-86a6-4a42-9e67-d6266ecf9ec4,157.61,2024-05-11,住房,房租,True,银行转账
f0b30389-5383-47d0-9538-f37989d2942b,73.44,2024-05-11,餐饮,早餐,True,支付宝
e27337b0-803a-4508-9fd6-fd4e73a6f71f,297.94,2024-05-11,购物,网购,True,现金
ab10b17d-5ed4-41ef-9aec-c4ba9060ac76,102.6,2024-05-12,餐饮,早餐,True,微信
a8555b5c-8a98-4ed4-909f-ab6cdfb1bc7e,31.98,2024-05-12,住房,房租,True,现金
70e709b2-ca59-4e55-9ebf-175f5b1d3e88,87.48,2024-05-12,餐饮,早餐,True,支付宝
697fafbf-8a38-4ada-a07f-0455f9e503c3,91.68,2024-05-12,购物,网购,True,支付宝
